level,state,district
state-lower,WV,1
state-lower,WV,2
state-lower,WV,3
state-lower,WV,4
state-lower,WV,5
state-lower,WV,6
state-lower,WV,7
state-lower,WV,8
state-lower,WV,9
state-lower,WV,10
state-lower,WV,11
state-lower,WV,12
state-lower,WV,13
state-lower,WV,14
state-lower,WV,15
state-lower,WV,16
state-lower,WV,17
state-lower,WV,18
state-lower,WV,19
state-lower,WV,20
state-lower,WV,21
state-lower,WV,22
state-lower,WV,23
state-lower,WV,24
state-lower,WV,25
state-lower,WV,26
state-lower,WV,27
state-lower,WV,28
state-lower,WV,29
state-lower,WV,30
state-lower,WV,31
state-lower,WV,32
state-lower,WV,33
state-lower,WV,34
state-lower,WV,35
state-lower,WV,36
state-lower,WV,37
state-lower,WV,38
state-lower,WV,39
state-lower,WV,40
state-lower,WV,41
state-lower,WV,42
state-lower,WV,43
state-lower,WV,44
state-lower,WV,45
state-lower,WV,46
state-lower,WV,47
state-lower,WV,48
state-lower,WV,49
state-lower,WV,50
state-lower,WV,51
state-lower,WV,52
state-lower,WV,53
state-lower,WV,54
state-lower,WV,55
state-lower,WV,56
state-lower,WV,57
state-lower,WV,58
state-lower,WV,59
state-lower,WV,60
state-lower,WV,61
state-lower,WV,62
state-lower,WV,63
state-lower,WV,64
state-lower,WV,65
state-lower,WV,66
state-lower,WV,67
state-lower,WY,1
state-lower,WY,2
state-lower,WY,3
state-lower,WY,4
state-lower,WY,5
state-lower,WY,6
state-lower,WY,7
state-lower,WY,8
state-lower,WY,9
state-lower,WY,10
state-lower,WY,11
state-lower,WY,12
state-lower,WY,13
state-lower,WY,14
state-lower,WY,15
state-lower,WY,16
state-lower,WY,17
state-lower,WY,18
state-lower,WY,19
state-lower,WY,20
state-lower,WY,21
state-lower,WY,22
state-lower,WY,23
state-lower,WY,24
state-lower,WY,25
state-lower,WY,26
state-lower,WY,27
state-lower,WY,28
state-lower,WY,29
state-lower,WY,30
state-lower,WY,31
state-lower,WY,32
state-lower,WY,33
state-lower,WY,34
state-lower,WY,35
state-lower,WY,36
state-lower,WY,37
state-lower,WY,38
state-lower,WY,39
state-lower,WY,40
state-lower,WY,41
state-lower,WY,42
state-lower,WY,43
state-lower,WY,44
state-lower,WY,45
state-lower,WY,46
state-lower,WY,47
state-lower,WY,48
state-lower,WY,49
state-lower,WY,50
state-lower,WY,51
state-lower,WY,52
state-lower,WY,53
state-lower,WY,54
state-lower,WY,55
state-lower,WY,56
state-lower,WY,57
state-lower,WY,58
state-lower,WY,59
state-lower,WY,60
state-upper,AK,A
state-upper,AK,B
state-upper,AK,C
state-upper,AK,D
state-upper,AK,E
state-upper,AK,F
state-upper,AK,G
state-upper,AK,H
state-upper,AK,I
state-upper,AK,J
state-upper,AK,K
state-upper,AK,L
state-upper,AK,M
state-upper,AK,N
state-upper,AK,O
state-upper,AK,P
state-upper,AK,Q
state-upper,AK,R
state-upper,AK,S
state-upper,AK,T
state-upper,AL,1
state-upper,AL,2
state-upper,AL,3
state-upper,AL,4
state-upper,AL,5
state-upper,AL,6
state-upper,AL,7
state-upper,AL,8
state-upper,AL,9
state-upper,AL,10
state-upper,AL,11
state-upper,AL,12
state-upper,AL,13
state-upper,AL,14
state-upper,AL,15
state-upper,AL,16
state-upper,AL,17
state-upper,AL,18
state-upper,AL,19
state-upper,AL,20
state-upper,AL,21
state-upper,AL,22
state-upper,AL,23
state-upper,AL,24
state-upper,AL,25
state-upper,AL,26
state-upper,AL,27
state-upper,AL,28
state-upper,AL,29
state-upper,AL,30
state-upper,AL,31
state-upper,AL,32
state-upper,AL,33
state-upper,AL,34
state-upper,AL,35
state-upper,AR,1
state-upper,AR,2
state-upper,AR,3
state-upper,AR,4
state-upper,AR,5
state-upper,AR,6
state-upper,AR,7
state-upper,AR,8
state-upper,AR,9
state-upper,AR,10
state-upper,AR,11
state-upper,AR,12
state-upper,AR,13
state-upper,AR,14
state-upper,AR,15
state-upper,AR,16
state-upper,AR,17
state-upper,AR,18
state-upper,AR,19
state-upper,AR,20
state-upper,AR,21
state-upper,AR,22
state-upper,AR,23
state-upper,AR,24
state-upper,AR,25
state-upper,AR,26
state-upper,AR,27
state-upper,AR,28
state-upper,AR,29
state-upper,AR,30
state-upper,AR,31
state-upper,AR,32
state-upper,AR,33
state-upper,AR,34
state-upper,AR,35
state-upper,AZ,1
state-upper,AZ,2
state-upper,AZ,3
state-upper,AZ,4
state-upper,AZ,5
state-upper,AZ,6
state-upper,AZ,7
state-upper,AZ,8
state-upper,AZ,9
state-upper,AZ,10
state-upper,AZ,11
state-upper,AZ,12
state-upper,AZ,13
state-upper,AZ,14
state-upper,AZ,15
state-upper,AZ,16
state-upper,AZ,17
state-upper,AZ,18
state-upper,AZ,19
state-upper,AZ,20
state-upper,AZ,21
state-upper,AZ,22
state-upper,AZ,23
state-upper,AZ,24
state-upper,AZ,25
state-upper,AZ,26
state-upper,AZ,27
state-upper,AZ,28
state-upper,AZ,29
state-upper,AZ,30
state-upper,CA,1
state-upper,CA,2
state-upper,CA,3
state-upper,CA,4
state-upper,CA,5
state-upper,CA,6
state-upper,CA,7
state-upper,CA,8
state-upper,CA,9
state-upper,CA,10
state-upper,CA,11
state-upper,CA,12
state-upper,CA,13
state-upper,CA,14
state-upper,CA,15
state-upper,CA,16
state-upper,CA,17
state-upper,CA,18
state-upper,CA,19
state-upper,CA,20
state-upper,CA,21
state-upper,CA,22
state-upper,CA,23
state-upper,CA,24
state-upper,CA,25
state-upper,CA,26
state-upper,CA,27
state-upper,CA,28
state-upper,CA,29
state-upper,CA,30
state-upper,CA,31
state-upper,CA,32
state-upper,CA,33
state-upper,CA,34
state-upper,CA,35
state-upper,CA,36
state-upper,CA,37
state-upper,CA,38
state-upper,CA,39
state-upper,CA,40
state-upper,CO,1
state-upper,CO,2
state-upper,CO,3
state-upper,CO,4
state-upper,CO,5
state-upper,CO,6
state-upper,CO,7
state-upper,CO,8
state-upper,CO,9
state-upper,CO,10
state-upper,CO,11
state-upper,CO,12
state-upper,CO,13
state-upper,CO,14
state-upper,CO,15
state-upper,CO,16
state-upper,CO,17
state-upper,CO,18
state-upper,CO,19
state-upper,CO,20
state-upper,CO,21
state-upper,CO,22
state-upper,CO,23
state-upper,CO,24
state-upper,CO,25
state-upper,CO,26
state-upper,CO,27
state-upper,CO,28
state-upper,CO,29
state-upper,CO,30
state-upper,CO,31
state-upper,CO,32
state-upper,CO,33
state-upper,CO,34
state-upper,CO,35
state-upper,CT,1
state-upper,CT,2
state-upper,CT,3
state-upper,CT,4
state-upper,CT,5
state-upper,CT,6
state-upper,CT,7
state-upper,CT,8
state-upper,CT,9
state-upper,CT,10
state-upper,CT,11
state-upper,CT,12
state-upper,CT,13
state-upper,CT,14
state-upper,CT,15
state-upper,CT,16
state-upper,CT,17
state-upper,CT,18
state-upper,CT,19
state-upper,CT,20
state-upper,CT,21
state-upper,CT,22
state-upper,CT,23
state-upper,CT,24
state-upper,CT,25
state-upper,CT,26
state-upper,CT,27
state-upper,CT,28
state-upper,CT,29
state-upper,CT,30
state-upper,CT,31
state-upper,CT,32
state-upper,CT,33
state-upper,CT,34
state-upper,CT,35
state-upper,CT,36
state-upper,DE,1
state-upper,DE,2
state-upper,DE,3
state-upper,DE,4
state-upper,DE,5
state-upper,DE,6
state-upper,DE,7
state-upper,DE,8
state-upper,DE,9
state-upper,DE,10
state-upper,DE,11
state-upper,DE,12
state-upper,DE,13
state-upper,DE,14
state-upper,DE,15
state-upper,DE,16
state-upper,DE,17
state-upper,DE,18
state-upper,DE,19
state-upper,DE,20
state-upper,DE,21
state-upper,FL,1
state-upper,FL,2
state-upper,FL,3
state-upper,FL,4
state-upper,FL,5
state-upper,FL,6
state-upper,FL,7
state-upper,FL,8
state-upper,FL,9
state-upper,FL,10
state-upper,FL,11
state-upper,FL,12
state-upper,FL,13
state-upper,FL,14
state-upper,FL,15
state-upper,FL,16
state-upper,FL,17
state-upper,FL,18
state-upper,FL,19
state-upper,FL,20
state-upper,FL,21
state-upper,FL,22
state-upper,FL,23
state-upper,FL,24
state-upper,FL,25
state-upper,FL,26
state-upper,FL,27
state-upper,FL,28
state-upper,FL,29
state-upper,FL,30
state-upper,FL,31
state-upper,FL,32
state-upper,FL,33
state-upper,FL,34
state-upper,FL,35
state-upper,FL,36
state-upper,FL,37
state-upper,FL,38
state-upper,FL,39
state-upper,FL,40
state-upper,GA,1
state-upper,GA,2
state-upper,GA,3
state-upper,GA,4
state-upper,GA,5
state-upper,GA,6
state-upper,GA,7
state-upper,GA,8
state-upper,GA,9
state-upper,GA,10
state-upper,GA,11
state-upper,GA,12
state-upper,GA,13
state-upper,GA,14
state-upper,GA,15
state-upper,GA,16
state-upper,GA,17
state-upper,GA,18
state-upper,GA,19
state-upper,GA,20
state-upper,GA,21
state-upper,GA,22
state-upper,GA,23
state-upper,GA,24
state-upper,GA,25
state-upper,GA,26
state-upper,GA,27
state-upper,GA,28
state-upper,GA,29
state-upper,GA,30
state-upper,GA,31
state-upper,GA,32
state-upper,GA,33
state-upper,GA,34
state-upper,GA,35
state-upper,GA,36
state-upper,GA,37
state-upper,GA,38
state-upper,GA,39
state-upper,GA,40
state-upper,GA,41
state-upper,GA,42
state-upper,GA,43
state-upper,GA,44
state-upper,GA,45
state-upper,GA,46
state-upper,GA,47
state-upper,GA,48
state-upper,GA,49
state-upper,GA,50
state-upper,GA,51
state-upper,GA,52
state-upper,GA,53
state-upper,GA,54
state-upper,GA,55
state-upper,GA,56
state-upper,HI,1
state-upper,HI,2
state-upper,HI,3
state-upper,HI,4
state-upper,HI,5
state-upper,HI,6
state-upper,HI,7
state-upper,HI,8
state-upper,HI,9
state-upper,HI,10
state-upper,HI,11
state-upper,HI,12
state-upper,HI,13
state-upper,HI,14
state-upper,HI,15
state-upper,HI,16
state-upper,HI,17
state-upper,HI,18
state-upper,HI,19
state-upper,HI,20
state-upper,HI,21
state-upper,HI,22
state-upper,HI,23
state-upper,HI,24
state-upper,HI,25
state-upper,IA,1
state-upper,IA,2
state-upper,IA,3
state-upper,IA,4
state-upper,IA,5
state-upper,IA,6
state-upper,IA,7
state-upper,IA,8
state-upper,IA,9
state-upper,IA,10
state-upper,IA,11
state-upper,IA,12
state-upper,IA,13
state-upper,IA,14
state-upper,IA,15
state-upper,IA,16
state-upper,IA,17
state-upper,IA,18
state-upper,IA,19
state-upper,IA,20
state-upper,IA,21
state-upper,IA,22
state-upper,IA,23
state-upper,IA,24
state-upper,IA,25
state-upper,IA,26
state-upper,IA,27
state-upper,IA,28
state-upper,IA,29
state-upper,IA,30
state-upper,IA,31
state-upper,IA,32
state-upper,IA,33
state-upper,IA,34
state-upper,IA,35
state-upper,IA,36
state-upper,IA,37
state-upper,IA,38
state-upper,IA,39
state-upper,IA,40
state-upper,IA,41
state-upper,IA,42
state-upper,IA,43
state-upper,IA,44
state-upper,IA,45
state-upper,IA,46
state-upper,IA,47
state-upper,IA,48
state-upper,IA,49
state-upper,IA,50
state-upper,ID,1
state-upper,ID,2
state-upper,ID,3
state-upper,ID,4
state-upper,ID,5
state-upper,ID,6
state-upper,ID,7
state-upper,ID,8
state-upper,ID,9
state-upper,ID,10
state-upper,ID,11
state-upper,ID,12
state-upper,ID,13
state-upper,ID,14
state-upper,ID,15
state-upper,ID,16
state-upper,ID,17
state-upper,ID,18
state-upper,ID,19
state-upper,ID,20
state-upper,ID,21
state-upper,ID,22
state-upper,ID,23
state-upper,ID,24
state-upper,ID,25
state-upper,ID,26
state-upper,ID,27
state-upper,ID,28
state-upper,ID,29
state-upper,ID,30
state-upper,ID,31
state-upper,ID,32
state-upper,ID,33
state-upper,ID,34
state-upper,ID,35
state-upper,IL,1
state-upper,IL,2
state-upper,IL,3
state-upper,IL,4
state-upper,IL,5
state-upper,IL,6
state-upper,IL,7
state-upper,IL,8
state-upper,IL,9
state-upper,IL,10
state-upper,IL,11
state-upper,IL,12
state-upper,IL,13
state-upper,IL,14
state-upper,IL,15
state-upper,IL,16
state-upper,IL,17
state-upper,IL,18
state-upper,IL,19
state-upper,IL,20
state-upper,IL,21
state-upper,IL,22
state-upper,IL,23
state-upper,IL,24
state-upper,IL,25
state-upper,IL,26
state-upper,IL,27
state-upper,IL,28
state-upper,IL,29
state-upper,IL,30
state-upper,IL,31
state-upper,IL,32
state-upper,IL,33
state-upper,IL,34
state-upper,IL,35
state-upper,IL,36
state-upper,IL,37
state-upper,IL,38
state-upper,IL,39
state-upper,IL,40
state-upper,IL,41
state-upper,IL,42
state-upper,IL,43
state-upper,IL,44
state-upper,IL,45
state-upper,IL,46
state-upper,IL,47
state-upper,IL,48
state-upper,IL,49
state-upper,IL,50
state-upper,IL,51
state-upper,IL,52
state-upper,IL,53
state-upper,IL,54
state-upper,IL,55
state-upper,IL,56
state-upper,IL,57
state-upper,IL,58
state-upper,IL,59
state-upper,IN,1
state-upper,IN,2
state-upper,IN,3
state-upper,IN,4
state-upper,IN,5
state-upper,IN,6
state-upper,IN,7
state-upper,IN,8
state-upper,IN,9
state-upper,IN,10
state-upper,IN,11
state-upper,IN,12
state-upper,IN,13
state-upper,IN,14
state-upper,IN,15
state-upper,IN,16
state-upper,IN,17
state-upper,IN,18
state-upper,IN,19
state-upper,IN,20
state-upper,IN,21
state-upper,IN,22
state-upper,IN,23
state-upper,IN,24
state-upper,IN,25
state-upper,IN,26
state-upper,IN,27
state-upper,IN,28
state-upper,IN,29
state-upper,IN,30
state-upper,IN,31
state-upper,IN,32
state-upper,IN,33
state-upper,IN,34
state-upper,IN,35
state-upper,IN,36
state-upper,IN,37
state-upper,IN,38
state-upper,IN,39
state-upper,IN,40
state-upper,IN,41
state-upper,IN,42
state-upper,IN,43
state-upper,IN,44
state-upper,IN,45
state-upper,IN,46
state-upper,IN,47
state-upper,IN,48
state-upper,IN,49
state-upper,IN,50
state-upper,KS,1
state-upper,KS,2
state-upper,KS,3
state-upper,KS,4
state-upper,KS,5
state-upper,KS,6
state-upper,KS,7
state-upper,KS,8
state-upper,KS,9
state-upper,KS,10
state-upper,KS,11
state-upper,KS,12
state-upper,KS,13
state-upper,KS,14
state-upper,KS,15
state-upper,KS,16
state-upper,KS,17
state-upper,KS,18
state-upper,KS,19
state-upper,KS,20
state-upper,KS,21
state-upper,KS,22
state-upper,KS,23
state-upper,KS,24
state-upper,KS,25
state-upper,KS,26
state-upper,KS,27
state-upper,KS,28
state-upper,KS,29
state-upper,KS,30
state-upper,KS,31
state-upper,KS,32
state-upper,KS,33
state-upper,KS,34
state-upper,KS,35
state-upper,KS,36
state-upper,KS,37
state-upper,KS,38
state-upper,KS,39
state-upper,KS,40
state-upper,KY,1
state-upper,KY,2
state-upper,KY,3
state-upper,KY,4
state-upper,KY,5
state-upper,KY,6
state-upper,KY,7
state-upper,KY,8
state-upper,KY,9
state-upper,KY,10
state-upper,KY,11
state-upper,KY,12
state-upper,KY,13
state-upper,KY,14
state-upper,KY,15
state-upper,KY,16
state-upper,KY,17
state-upper,KY,18
state-upper,KY,19
state-upper,KY,20
state-upper,KY,21
state-upper,KY,22
state-upper,KY,23
state-upper,KY,24
state-upper,KY,25
state-upper,KY,26
state-upper,KY,27
state-upper,KY,28
state-upper,KY,29
state-upper,KY,30
state-upper,KY,31
state-upper,KY,32
state-upper,KY,33
state-upper,KY,34
state-upper,KY,35
state-upper,KY,36
state-upper,KY,37
state-upper,KY,38
state-upper,LA,1
state-upper,LA,2
state-upper,LA,3
state-upper,LA,4
state-upper,LA,5
state-upper,LA,6
state-upper,LA,7
state-upper,LA,8
state-upper,LA,9
state-upper,LA,10
state-upper,LA,11
state-upper,LA,12
state-upper,LA,13
state-upper,LA,14
state-upper,LA,15
state-upper,LA,16
state-upper,LA,17
state-upper,LA,18
state-upper,LA,19
state-upper,LA,20
state-upper,LA,21
state-upper,LA,22
state-upper,LA,23
state-upper,LA,24
state-upper,LA,25
state-upper,LA,26
state-upper,LA,27
state-upper,LA,28
state-upper,LA,29
state-upper,LA,30
state-upper,LA,31
state-upper,LA,32
state-upper,LA,33
state-upper,LA,34
state-upper,LA,35
state-upper,LA,36
state-upper,LA,37
state-upper,LA,38
state-upper,LA,39
state-upper,MA,1 BERKSHIRE
state-upper,MA,2 BRISTOL & NORFOL
state-upper,MA,3 FIRST BRISTOL & 
state-upper,MA,4 SECOND BRISTOL &
state-upper,MA,5 CAPE & ISLANDS
state-upper,MA,6 FIRST ESSEX
state-upper,MA,7 SECOND ESSEX
state-upper,MA,8 THIRD ESSEX
state-upper,MA,9 FIRST ESSEX & MI
state-upper,MA,10 SECOND ESSEX & M
state-upper,MA,11 HAMPDEN
state-upper,MA,12 FIRST HAMPDEN & 
state-upper,MA,13 SECOND HAMPDEN &
state-upper,MA,14 HAMPSHIRE
state-upper,MA,15 FIRST MIDDLESEX
state-upper,MA,16 SECOND MIDDLESEX
state-upper,MA,17 THIRD MIDDLESEX
state-upper,MA,18 FOURTH MIDDLESEX
state-upper,MA,19 FIFTH MIDDLESEX
state-upper,MA,20 FIRST MIDDLESEX 
state-upper,MA,21 SECOND MIDDLESEX
state-upper,MA,22 MIDDLESEX & SUFF
state-upper,MA,23 MIDDLESEX & WORC
state-upper,MA,24 NORFOLK
state-upper,MA,25 NORFOLK
state-upper,MA,26 NORFOLK & PLYMOU
state-upper,MA,27 NORFOLK & SUFFOL
state-upper,MA,28 PLYMOUTH & BARNS
state-upper,MA,29 FIRST PLYMOUTH &
state-upper,MA,30 SECOND PLYMOUTH 
state-upper,MA,31 PLYMOUTH & NORFO
state-upper,MA,32 FIRST SUFFOLK
state-upper,MA,33 SECOND SUFFOLK
state-upper,MA,34 FIRST SUFFOLK & 
state-upper,MA,35 SECOND SUFFOLK &
state-upper,MA,36 FIRST WORCESTER
state-upper,MA,37 SECOND WORCESTER
state-upper,MA,38 WORCESTER
state-upper,MA,39 WORCESTER & MIDD
state-upper,MA,40 WORCESTER & NORF
state-upper,MD,1
state-upper,MD,2
state-upper,MD,3
state-upper,MD,4
state-upper,MD,5
state-upper,MD,6
state-upper,MD,7
state-upper,MD,8
state-upper,MD,9
state-upper,MD,10
state-upper,MD,11
state-upper,MD,12
state-upper,MD,13
state-upper,MD,14
state-upper,MD,15
state-upper,MD,16
state-upper,MD,17
state-upper,MD,18
state-upper,MD,19
state-upper,MD,20
state-upper,MD,21
state-upper,MD,22
state-upper,MD,23
state-upper,MD,24
state-upper,MD,25
state-upper,MD,26
state-upper,MD,27
state-upper,MD,28
state-upper,MD,29
state-upper,MD,30
state-upper,MD,31
state-upper,MD,32
state-upper,MD,33
state-upper,MD,34
state-upper,MD,35
state-upper,MD,36
state-upper,MD,37
state-upper,MD,38
state-upper,MD,39
state-upper,MD,40
state-upper,MD,41
state-upper,MD,42
state-upper,MD,43
state-upper,MD,44
state-upper,MD,45
state-upper,MD,46
state-upper,MD,47
state-upper,ME,1
state-upper,ME,2
state-upper,ME,3
state-upper,ME,4
state-upper,ME,5
state-upper,ME,6
state-upper,ME,7
state-upper,ME,8
state-upper,ME,9
state-upper,ME,10
state-upper,ME,11
state-upper,ME,12
state-upper,ME,13
state-upper,ME,14
state-upper,ME,15
state-upper,ME,16
state-upper,ME,17
state-upper,ME,18
state-upper,ME,19
state-upper,ME,20
state-upper,ME,21
state-upper,ME,22
state-upper,ME,23
state-upper,ME,24
state-upper,ME,25
state-upper,ME,26
state-upper,ME,27
state-upper,ME,28
state-upper,ME,29
state-upper,ME,30
state-upper,ME,31
state-upper,ME,32
state-upper,ME,33
state-upper,ME,34
state-upper,ME,35
state-upper,MI,1
state-upper,MI,2
state-upper,MI,3
state-upper,MI,4
state-upper,MI,5
state-upper,MI,6
state-upper,MI,7
state-upper,MI,8
state-upper,MI,9
state-upper,MI,10
state-upper,MI,11
state-upper,MI,12
state-upper,MI,13
state-upper,MI,14
state-upper,MI,15
state-upper,MI,16
state-upper,MI,17
state-upper,MI,18
state-upper,MI,19
state-upper,MI,20
state-upper,MI,21
state-upper,MI,22
state-upper,MI,23
state-upper,MI,24
state-upper,MI,25
state-upper,MI,26
state-upper,MI,27
state-upper,MI,28
state-upper,MI,29
state-upper,MI,30
state-upper,MI,31
state-upper,MI,32
state-upper,MI,33
state-upper,MI,34
state-upper,MI,35
state-upper,MI,36
state-upper,MI,37
state-upper,MI,38
state-upper,MN,1
state-upper,MN,2
state-upper,MN,3
state-upper,MN,4
state-upper,MN,5
state-upper,MN,6
state-upper,MN,7
state-upper,MN,8
state-upper,MN,9
state-upper,MN,10
state-upper,MN,11
state-upper,MN,12
state-upper,MN,13
state-upper,MN,14
state-upper,MN,15
state-upper,MN,16
state-upper,MN,17
state-upper,MN,18
state-upper,MN,19
state-upper,MN,20
state-upper,MN,21
state-upper,MN,22
state-upper,MN,23
state-upper,MN,24
state-upper,MN,25
state-upper,MN,26
state-upper,MN,27
state-upper,MN,28
state-upper,MN,29
state-upper,MN,30
state-upper,MN,31
state-upper,MN,32
state-upper,MN,33
state-upper,MN,34
state-upper,MN,35
state-upper,MN,36
state-upper,MN,37
state-upper,MN,38
state-upper,MN,39
state-upper,MN,40
state-upper,MN,41
state-upper,MN,42
state-upper,MN,43
state-upper,MN,44
state-upper,MN,45
state-upper,MN,46
state-upper,MN,47
state-upper,MN,48
state-upper,MN,49
state-upper,MN,50
state-upper,MN,51
state-upper,MN,52
state-upper,MN,53
state-upper,MN,54
state-upper,MN,55
state-upper,MN,56
state-upper,MN,57
state-upper,MN,58
state-upper,MN,59
state-upper,MN,60
state-upper,MN,61
state-upper,MN,62
state-upper,MN,63
state-upper,MN,64
state-upper,MN,65
state-upper,MN,66
state-upper,MN,67
state-upper,MO,1
state-upper,MO,2
state-upper,MO,3
state-upper,MO,4
state-upper,MO,5
state-upper,MO,6
state-upper,MO,7
state-upper,MO,8
state-upper,MO,9
state-upper,MO,10
state-upper,MO,11
state-upper,MO,12
state-upper,MO,13
state-upper,MO,14
state-upper,MO,15
state-upper,MO,16
state-upper,MO,17
state-upper,MO,18
state-upper,MO,19
state-upper,MO,20
state-upper,MO,21
state-upper,MO,22
state-upper,MO,23
state-upper,MO,24
state-upper,MO,25
state-upper,MO,26
state-upper,MO,27
state-upper,MO,28
state-upper,MO,29
state-upper,MO,30
state-upper,MO,31
state-upper,MO,32
state-upper,MO,33
state-upper,MO,34
state-upper,MS,1
state-upper,MS,2
state-upper,MS,3
state-upper,MS,4
state-upper,MS,5
state-upper,MS,6
state-upper,MS,7
state-upper,MS,8
state-upper,MS,9
state-upper,MS,10
state-upper,MS,11
state-upper,MS,12
state-upper,MS,13
state-upper,MS,14
state-upper,MS,15
state-upper,MS,16
state-upper,MS,17
state-upper,MS,18
state-upper,MS,19
state-upper,MS,20
state-upper,MS,21
state-upper,MS,22
state-upper,MS,23
state-upper,MS,24
state-upper,MS,25
state-upper,MS,26
state-upper,MS,27
state-upper,MS,28
state-upper,MS,29
state-upper,MS,30
state-upper,MS,31
state-upper,MS,32
state-upper,MS,33
state-upper,MS,34
state-upper,MS,35
state-upper,MS,36
state-upper,MS,37
state-upper,MS,38
state-upper,MS,39
state-upper,MS,40
state-upper,MS,41
state-upper,MS,42
state-upper,MS,43
state-upper,MS,44
state-upper,MS,45
state-upper,MS,46
state-upper,MS,47
state-upper,MS,48
state-upper,MS,49
state-upper,MS,50
state-upper,MS,51
state-upper,MS,52
state-upper,MT,1
state-upper,MT,2
state-upper,MT,3
state-upper,MT,4
state-upper,MT,5
state-upper,MT,6
state-upper,MT,7
state-upper,MT,8
state-upper,MT,9
state-upper,MT,10
state-upper,MT,11
state-upper,MT,12
state-upper,MT,13
state-upper,MT,14
state-upper,MT,15
state-upper,MT,16
state-upper,MT,17
state-upper,MT,18
state-upper,MT,19
state-upper,MT,20
state-upper,MT,21
state-upper,MT,22
state-upper,MT,23
state-upper,MT,24
state-upper,MT,25
state-upper,MT,26
state-upper,MT,27
state-upper,MT,28
state-upper,MT,29
state-upper,MT,30
state-upper,MT,31
state-upper,MT,32
state-upper,MT,33
state-upper,MT,34
state-upper,MT,35
state-upper,MT,36
state-upper,MT,37
state-upper,MT,38
state-upper,MT,39
state-upper,MT,40
state-upper,MT,41
state-upper,MT,42
state-upper,MT,43
state-upper,MT,44
state-upper,MT,45
state-upper,MT,46
state-upper,MT,47
state-upper,MT,48
state-upper,MT,49
state-upper,MT,50
state-upper,NC,1
state-upper,NC,2
state-upper,NC,3
state-upper,NC,4
state-upper,NC,5
state-upper,NC,6
state-upper,NC,7
state-upper,NC,8
state-upper,NC,9
state-upper,NC,10
state-upper,NC,11
state-upper,NC,12
state-upper,NC,13
state-upper,NC,14
state-upper,NC,15
state-upper,NC,16
state-upper,NC,17
state-upper,NC,18
state-upper,NC,19
state-upper,NC,20
state-upper,NC,21
state-upper,NC,22
state-upper,NC,23
state-upper,NC,24
state-upper,NC,25
state-upper,NC,26
state-upper,NC,27
state-upper,NC,28
state-upper,NC,29
state-upper,NC,30
state-upper,NC,31
state-upper,NC,32
state-upper,NC,33
state-upper,NC,34
state-upper,NC,35
state-upper,NC,36
state-upper,NC,37
state-upper,NC,38
state-upper,NC,39
state-upper,NC,40
state-upper,NC,41
state-upper,NC,42
state-upper,NC,43
state-upper,NC,44
state-upper,NC,45
state-upper,NC,46
state-upper,NC,47
state-upper,NC,48
state-upper,NC,49
state-upper,NC,50
state-upper,ND,1
state-upper,ND,2
state-upper,ND,3
state-upper,ND,4
state-upper,ND,5
state-upper,ND,6
state-upper,ND,7
state-upper,ND,8
state-upper,ND,9
state-upper,ND,10
state-upper,ND,11
state-upper,ND,12
state-upper,ND,13
state-upper,ND,14
state-upper,ND,15
state-upper,ND,16
state-upper,ND,17
state-upper,ND,18
state-upper,ND,19
state-upper,ND,20
state-upper,ND,21
state-upper,ND,22
state-upper,ND,23
state-upper,ND,24
state-upper,ND,25
state-upper,ND,26
state-upper,ND,27
state-upper,ND,28
state-upper,ND,29
state-upper,ND,30
state-upper,ND,31
state-upper,ND,32
state-upper,ND,33
state-upper,ND,34
state-upper,ND,35
state-upper,ND,36
state-upper,ND,37
state-upper,ND,38
state-upper,ND,39
state-upper,ND,40
state-upper,ND,41
state-upper,ND,42
state-upper,ND,43
state-upper,ND,44
state-upper,ND,45
state-upper,ND,46
state-upper,ND,47
state-upper,NE,1
state-upper,NE,2
state-upper,NE,3
state-upper,NE,4
state-upper,NE,5
state-upper,NE,6
state-upper,NE,7
state-upper,NE,8
state-upper,NE,9
state-upper,NE,10
state-upper,NE,11
state-upper,NE,12
state-upper,NE,13
state-upper,NE,14
state-upper,NE,15
state-upper,NE,16
state-upper,NE,17
state-upper,NE,18
state-upper,NE,19
state-upper,NE,20
state-upper,NE,21
state-upper,NE,22
state-upper,NE,23
state-upper,NE,24
state-upper,NE,25
state-upper,NE,26
state-upper,NE,27
state-upper,NE,28
state-upper,NE,29
state-upper,NE,30
state-upper,NE,31
state-upper,NE,32
state-upper,NE,33
state-upper,NE,34
state-upper,NE,35
state-upper,NE,36
state-upper,NE,37
state-upper,NE,38
state-upper,NE,39
state-upper,NE,40
state-upper,NE,41
state-upper,NE,42
state-upper,NE,43
state-upper,NE,44
state-upper,NE,45
state-upper,NE,46
state-upper,NE,47
state-upper,NE,48
state-upper,NE,49
state-upper,NH,1
state-upper,NH,2
state-upper,NH,3
state-upper,NH,4
state-upper,NH,5
state-upper,NH,6
state-upper,NH,7
state-upper,NH,8
state-upper,NH,9
state-upper,NH,10
state-upper,NH,11
state-upper,NH,12
state-upper,NH,13
state-upper,NH,14
state-upper,NH,15
state-upper,NH,16
state-upper,NH,17
state-upper,NH,18
state-upper,NH,19
state-upper,NH,20
state-upper,NH,21
state-upper,NH,22
state-upper,NH,23
state-upper,NH,24
state-upper,NJ,1
state-upper,NJ,2
state-upper,NJ,3
